,totoff,vol,totbid,amount,last,low,high,open,avebid,aveoff,trade,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,bid_vol1,bid_vol2,bid_vol3,bid_vol4,bid_vol5,bid_vol6,bid_vol7,bid_vol8,bid_vol9,bid_vol10,ask_vol1,ask_vol2,ask_vol3,ask_vol4,ask_vol5,ask_vol6,ask_vol7,ask_vol8,ask_vol9,ask_vol10
143709000,22056970.0,187588271.0,11750138.0,2312855863.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69579.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,38500.0,30838.0,212500.0,37800.0,137000.0,181600.0,563500.0,861900.0,1297500.0,244200.0,106200.0,139700.0,322300.0,5500.0,25500.0,129500.0,159020.0,48020.0,76526.0,205340.0
143712000,22066570.0,187604671.0,11704638.0,2313056460.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69585.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,24600.0,32038.0,212500.0,58400.0,83600.0,169600.0,575400.0,861900.0,1297500.0,244200.0,104400.0,145600.0,322300.0,5500.0,25500.0,136000.0,159020.0,48020.0,76526.0,205340.0
143715000,22056370.0,187623571.0,11703838.0,2313287707.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69600.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,15700.0,40838.0,212500.0,57700.0,84000.0,169600.0,575400.0,861900.0,1297500.0,244200.0,95000.0,145600.0,322300.0,5500.0,25500.0,136000.0,159020.0,48020.0,76526.0,205140.0
143718000,22070970.0,187625271.0,11692638.0,2313308508.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69604.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,16400.0,35238.0,212500.0,59800.0,85000.0,169800.0,575400.0,861900.0,1297900.0,244200.0,109700.0,145600.0,322300.0,5500.0,25500.0,136000.0,159020.0,48020.0,76526.0,205140.0
143721000,22058170.0,187648171.0,11653138.0,2313588689.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69612.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,8100.0,35438.0,211400.0,64800.0,50300.0,168300.0,574500.0,862900.0,1297700.0,244200.0,98300.0,145600.0,322300.0,5500.0,25500.0,136000.0,157720.0,48020.0,76526.0,205140.0
143724000,22071070.0,187660271.0,11641038.0,2313736672.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69625.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,121300.0,122300.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,35438.0,211400.0,64800.0,50300.0,166100.0,574500.0,862900.0,1297900.0,244200.0,212200.0,12100.0,98700.0,145600.0,322300.0,5500.0,25500.0,136000.0,157720.0,48520.0,76526.0
143727000,22055970.0,187672971.0,11687638.0,2313891993.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69631.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,1700.0,30538.0,211400.0,64800.0,50300.0,166100.0,574000.0,862900.0,1298400.0,244200.0,96400.0,145600.0,323300.0,5500.0,25500.0,136000.0,157720.0,48520.0,76526.0,205140.0
143730000,22058370.0,187684471.0,11703738.0,2314032753.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69642.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,2000.0,33438.0,224200.0,64800.0,50300.0,161100.0,574000.0,862900.0,1305900.0,244200.0,88900.0,145600.0,323300.0,5500.0,25500.0,136000.0,157720.0,48520.0,86526.0,205140.0
143733000,22061115.0,187698271.0,11752338.0,2314201591.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69652.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,50400.0,33438.0,224200.0,64800.0,50300.0,161300.0,574000.0,863000.0,1305900.0,244200.0,84000.0,148845.0,323300.0,5500.0,25900.0,136000.0,157720.0,52520.0,86526.0,205140.0
143736000,22098615.0,187706571.0,11770738.0,2314303130.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69656.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,46300.0,33438.0,217700.0,67300.0,50500.0,181300.0,575300.0,863000.0,1310900.0,244200.0,121000.0,148845.0,323300.0,5500.0,25900.0,136000.0,157720.0,52520.0,86526.0,205140.0
143739000,22093915.0,187717771.0,11776838.0,2314440218.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69659.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,46800.0,33338.0,218400.0,72300.0,50500.0,182300.0,575300.0,864000.0,1311900.0,244200.0,112900.0,150445.0,323300.0,5500.0,27200.0,136000.0,157720.0,52520.0,86526.0,205640.0
143742000,22084215.0,187728971.0,11819838.0,2314577261.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69667.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,45600.0,33538.0,218400.0,74400.0,50900.0,184700.0,575300.0,864000.0,1362500.0,244200.0,107700.0,150445.0,323300.0,5500.0,27200.0,136000.0,157220.0,52520.0,86526.0,205640.0
143745000,22073115.0,187743771.0,11814738.0,2314758345.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69673.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,40800.0,33938.0,218400.0,74400.0,50900.0,184100.0,575300.0,863900.0,1362500.0,244200.0,103500.0,153545.0,323300.0,5500.0,27200.0,126000.0,157220.0,52520.0,86526.0,205640.0
143748000,22090915.0,187759171.0,11821438.0,2314946790.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69681.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,38800.0,56438.0,218400.0,74400.0,50900.0,185100.0,564200.0,863900.0,1362500.0,244200.0,93500.0,153545.0,323300.0,5500.0,30000.0,151000.0,157220.0,52520.0,86526.0,205640.0
143751000,22090615.0,187768771.0,11833038.0,2315064284.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69683.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,41800.0,57638.0,220400.0,75400.0,50900.0,190100.0,564200.0,863900.0,1362500.0,244200.0,87700.0,164745.0,323300.0,5500.0,30000.0,151000.0,157220.0,52520.0,86526.0,205640.0
143754000,22002915.0,187859471.0,11910438.0,2316174422.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69720.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,50600.0,43000.0,77738.0,220400.0,75400.0,50900.0,192100.0,564200.0,865900.0,1362500.0,164745.0,323300.0,5500.0,30000.0,151000.0,157220.0,52520.0,86526.0,205640.0,379240.0
143757000,21998815.0,187861771.0,11909438.0,2316202584.0,122500.0,121500.0,125700.0,125500.0,120000.0,129100.0,69727.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,54100.0,43000.0,77738.0,216700.0,75400.0,51900.0,192400.0,564200.0,865900.0,1360000.0,162045.0,323300.0,5500.0,30000.0,151000.0,155820.0,52520.0,86526.0,205640.0,379240.0
143800000,22003215.0,187866171.0,12146138.0,2316256440.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69731.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,156700.0,159600.0,77738.0,216700.0,113400.0,52900.0,175300.0,564200.0,865900.0,1360000.0,164245.0,323300.0,5500.0,30200.0,151000.0,157820.0,52520.0,86526.0,205640.0,379240.0
143803000,22007115.0,187867471.0,12071638.0,2316272355.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69734.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,159800.0,160000.0,78138.0,216700.0,113900.0,52900.0,174900.0,564200.0,864900.0,1360000.0,166345.0,323300.0,5500.0,30200.0,151000.0,159620.0,52520.0,86526.0,205640.0,379240.0
143806000,22084915.0,187873471.0,12101338.0,2316345854.0,122500.0,121500.0,125700.0,125500.0,120100.0,129100.0,69741.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,181700.0,159300.0,86738.0,216700.0,114900.0,52900.0,174900.0,564200.0,863900.0,1360000.0,244745.0,323300.0,5500.0,30200.0,151000.0,159620.0,52520.0,86526.0,205640.0,379240.0
143809000,22078815.0,187880971.0,12108838.0,2316437722.0,122500.0,121500.0,125700.0,125500.0,120100.0,129100.0,69744.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,184900.0,162200.0,85938.0,216700.0,117600.0,52900.0,174900.0,564200.0,863900.0,1360000.0,238645.0,323300.0,5500.0,30200.0,151000.0,159620.0,52520.0,86526.0,205640.0,379240.0
143812000,22074615.0,187891171.0,12105638.0,2316562631.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69750.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,182400.0,162400.0,85938.0,216700.0,118600.0,53100.0,175900.0,563800.0,863900.0,1358300.0,233345.0,323300.0,5500.0,30200.0,151000.0,159620.0,52520.0,86526.0,205640.0,379240.0
143815000,22087415.0,187891971.0,12111838.0,2316572423.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69751.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,181600.0,162400.0,87938.0,216700.0,121600.0,53100.0,175900.0,566100.0,863900.0,1358000.0,233345.0,323300.0,6200.0,30200.0,151000.0,165620.0,52520.0,86526.0,205640.0,379240.0
143818000,22102315.0,187893871.0,12180738.0,2316595679.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69753.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,182600.0,161200.0,86938.0,216700.0,119600.0,53900.0,177700.0,563500.0,863900.0,1358000.0,241345.0,323300.0,6200.0,35600.0,151000.0,165620.0,52520.0,86526.0,205640.0,379240.0
143821000,22084415.0,187921171.0,12267338.0,2316930013.0,122500.0,121500.0,125700.0,125500.0,120100.0,129100.0,69767.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,174500.0,161600.0,116938.0,216700.0,119600.0,54900.0,178700.0,563500.0,864900.0,1419300.0,223445.0,323300.0,6200.0,35600.0,151000.0,165620.0,52520.0,86526.0,205640.0,379240.0
143824000,22083415.0,187943171.0,12247038.0,2317199301.0,122500.0,121500.0,125700.0,125500.0,120100.0,129100.0,69772.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,153300.0,162600.0,116938.0,216700.0,119600.0,54900.0,179300.0,563500.0,864900.0,1418600.0,226145.0,323300.0,6200.0,35600.0,151000.0,163920.0,52520.0,86526.0,205640.0,379240.0
143827000,22090915.0,187952371.0,12216038.0,2317311909.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69775.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,146100.0,162600.0,116938.0,216700.0,121600.0,54900.0,179300.0,563500.0,864900.0,1418800.0,226145.0,323300.0,5700.0,37200.0,151000.0,167820.0,52520.0,86526.0,205640.0,379240.0
143830000,22087515.0,188035071.0,12127238.0,2318324318.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69786.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,80900.0,162600.0,108738.0,216700.0,121600.0,55600.0,181700.0,563500.0,864900.0,1418800.0,222945.0,323300.0,5700.0,37200.0,151000.0,167620.0,52520.0,86526.0,205640.0,379240.0
143833000,22082315.0,188188171.0,12007038.0,2320198322.0,122500.0,121500.0,125700.0,125500.0,120100.0,129100.0,69818.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,49200.0,69400.0,108738.0,216700.0,121600.0,55600.0,181700.0,567700.0,864900.0,1419800.0,220845.0,323300.0,5700.0,36700.0,151000.0,167620.0,52520.0,86526.0,205640.0,379240.0
143836000,22087095.0,188244671.0,11955538.0,2320889900.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69831.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,69400.0,108738.0,216700.0,121600.0,55800.0,181700.0,567700.0,864900.0,1419500.0,317900.0,2780.0,222545.0,323300.0,5700.0,37000.0,151000.0,167620.0,52520.0,86526.0,205640.0
143839000,22121595.0,188263871.0,11960738.0,2321125040.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69846.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,69300.0,110938.0,220000.0,121600.0,56800.0,182000.0,568200.0,864900.0,1418000.0,317900.0,49500.0,206825.0,323300.0,5700.0,37000.0,151000.0,167620.0,57020.0,86526.0,205640.0
143842000,22137195.0,188274871.0,11954738.0,2321259628.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69853.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,65100.0,110938.0,220000.0,119600.0,57100.0,182000.0,568600.0,864900.0,1418000.0,317900.0,75200.0,196725.0,323300.0,5700.0,37000.0,151000.0,167620.0,57020.0,86526.0,205640.0
143845000,22137895.0,188285471.0,11957438.0,2321389317.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69856.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,69600.0,110938.0,220000.0,119600.0,57100.0,182000.0,571800.0,864900.0,1418000.0,317900.0,162500.0,110225.0,323300.0,5700.0,37000.0,151000.0,167620.0,57020.0,86526.0,205640.0
143848000,22138795.0,188285471.0,11957838.0,2321389317.0,122400.0,121500.0,125700.0,125500.0,120000.0,129100.0,69856.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,70800.0,110538.0,220000.0,119600.0,56900.0,182000.0,571800.0,864900.0,1418000.0,317900.0,162500.0,112125.0,323300.0,5700.0,37000.0,151000.0,167620.0,57020.0,86526.0,205640.0
143851000,22126795.0,188308071.0,11939038.0,2321665730.0,122300.0,121500.0,125700.0,125500.0,120000.0,129100.0,69865.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,49800.0,111038.0,220000.0,119600.0,59400.0,182000.0,571300.0,864900.0,1418000.0,317900.0,163900.0,113125.0,323300.0,5700.0,37100.0,151000.0,167620.0,57020.0,86526.0,205640.0
143854000,22128095.0,188358771.0,12058938.0,2322285791.0,122300.0,121500.0,125700.0,125500.0,120100.0,129100.0,69892.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,172900.0,110538.0,220000.0,120100.0,59400.0,182000.0,571300.0,864900.0,1418000.0,317900.0,165200.0,113125.0,323300.0,5700.0,37100.0,152800.0,167720.0,57020.0,86526.0,205640.0
143857000,22098495.0,188467371.0,12217238.0,2323615052.0,122400.0,121500.0,125700.0,125500.0,120100.0,129100.0,69904.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,342000.0,110538.0,220000.0,120100.0,59400.0,182000.0,569800.0,864900.0,1408000.0,317900.0,136900.0,113125.0,323300.0,5700.0,37100.0,152800.0,167720.0,57020.0,86526.0,205640.0
143900000,22479895.0,188535971.0,12188438.0,2324454044.0,122400.0,121500.0,125700.0,125500.0,120100.0,129000.0,69908.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,292300.0,129738.0,219300.0,122500.0,59400.0,182000.0,569800.0,864900.0,1408000.0,317900.0,152500.0,113125.0,323300.0,371500.0,37100.0,152800.0,167720.0,57020.0,86526.0,205640.0
143903000,22471095.0,188571371.0,12204538.0,2324887024.0,122300.0,121500.0,125700.0,125500.0,120100.0,129000.0,69914.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,303700.0,129738.0,219300.0,122500.0,59400.0,182000.0,569800.0,864900.0,1408800.0,317900.0,151000.0,113125.0,319100.0,371500.0,37100.0,152800.0,167720.0,55020.0,86526.0,205640.0
143906000,22532195.0,188667071.0,12109038.0,2326057492.0,122400.0,121500.0,125700.0,125500.0,120100.0,129000.0,69924.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,213700.0,129738.0,219300.0,125600.0,64400.0,182000.0,557900.0,864900.0,1408800.0,317700.0,207500.0,111225.0,319100.0,378500.0,37100.0,152800.0,167720.0,55020.0,86526.0,205640.0
143909000,22690195.0,188683671.0,12097438.0,2326260548.0,122400.0,121500.0,125700.0,125500.0,120100.0,128900.0,69931.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,201900.0,129738.0,219300.0,125600.0,64500.0,182200.0,557900.0,864900.0,1408800.0,317700.0,370100.0,108025.0,319100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143912000,22703795.0,188748571.0,12044738.0,2327054278.0,122300.0,121500.0,125700.0,125500.0,120100.0,128900.0,69937.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,138700.0,129738.0,219300.0,125600.0,64500.0,182200.0,567900.0,864900.0,1409300.0,317700.0,382400.0,108025.0,319100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143915000,22689895.0,188758971.0,12044538.0,2327181553.0,122400.0,121500.0,125700.0,125500.0,120100.0,128900.0,69942.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,137000.0,129938.0,220300.0,125600.0,64800.0,182200.0,567900.0,864900.0,1409300.0,317700.0,374800.0,107725.0,319100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143918000,22742695.0,188759171.0,12052238.0,2327184000.0,122400.0,121500.0,125700.0,125500.0,120100.0,128900.0,69944.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,139200.0,129938.0,220300.0,141100.0,64800.0,182200.0,567900.0,854900.0,1409300.0,317700.0,425600.0,109725.0,319100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143921000,22733395.0,188773871.0,12042438.0,2327363895.0,122300.0,121500.0,125700.0,125500.0,120100.0,128900.0,69951.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,149900.0,129938.0,220800.0,142100.0,64800.0,182200.0,547700.0,854900.0,1411300.0,317700.0,424100.0,108925.0,319100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143924000,22744895.0,188848871.0,11971338.0,2328281166.0,122400.0,121500.0,125700.0,125500.0,120100.0,128900.0,69965.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,81500.0,132138.0,220900.0,142100.0,63800.0,182200.0,547700.0,853900.0,1411300.0,317700.0,432600.0,110925.0,320100.0,378500.0,37100.0,152800.0,168020.0,55020.0,86526.0,205940.0
143927000,22695595.0,188931971.0,11879038.0,2329297490.0,122300.0,121500.0,125700.0,125500.0,120000.0,128900.0,69989.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,121300.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,132138.0,220900.0,142100.0,63800.0,183000.0,547700.0,853900.0,1411500.0,317700.0,140800.0,432600.0,111625.0,320100.0,378500.0,37100.0,152800.0,118020.0,55020.0,86526.0,205940.0
143930000,22793895.0,188939871.0,11892838.0,2329394173.0,122400.0,121500.0,125700.0,125500.0,120000.0,128900.0,69997.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,5900.0,136738.0,220900.0,142100.0,64800.0,183800.0,544200.0,853900.0,1416500.0,317700.0,430900.0,117625.0,320100.0,378500.0,131100.0,152800.0,118020.0,55020.0,86526.0,205940.0
143933000,22798595.0,188946971.0,11913438.0,2329481009.0,122300.0,121500.0,125700.0,125500.0,120000.0,128900.0,70004.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,27300.0,136838.0,220900.0,141100.0,64300.0,184300.0,544200.0,853900.0,1416500.0,317700.0,431900.0,120125.0,320100.0,378500.0,131100.0,152800.0,118020.0,55020.0,86526.0,207240.0
143936000,22853795.0,188977871.0,11888338.0,2329858918.0,122300.0,121500.0,125700.0,125500.0,120000.0,128900.0,70016.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,121300.0,122300.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,136838.0,225900.0,142100.0,64300.0,184300.0,538900.0,853900.0,1416500.0,317700.0,140800.0,51700.0,435400.0,120125.0,320100.0,378500.0,131100.0,152800.0,118020.0,55020.0,86526.0
143939000,22703495.0,188984971.0,11909938.0,2329945751.0,122300.0,121500.0,125700.0,125500.0,120000.0,128900.0,70019.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,121400.0,121300.0,122300.0,122400.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,160638.0,225900.0,142300.0,64300.0,184300.0,539000.0,851500.0,1416500.0,317700.0,140800.0,47600.0,287900.0,120125.0,320100.0,378500.0,131100.0,154100.0,118020.0,55020.0,86526.0
